,Price,Transmission,Power,Engine CC,Male,Female,Unknown,Total,Fuel_2.0
38,29.26025,5.95,90.625,1462.3625,79604,42130,5547,127281,0
39,24.09525,6.25,68.75,1498.25,29548,87974,7427,124949,0
40,43.54851613,1.35483871,137.7741935,2261.193548,59395,54005,8166,121566,0
41,49.28583333,6.0,145.0,1963.666667,84741,27948,6616,119305,0
42,11.14333333,5.0,50.0,998.0,32821,73891,5917,112629,0
43,15.20916667,5.0,53.0,998.0,33395,66147,7814,107356,0
44,16.011,5.0,51.77777778,998.0,39242,63346,4208,106796,0
45,82.06090909,7.727272727,199.7272727,2790.454545,85861,15146,5507,106514,1
46,16.59192308,5.0,52.84615385,998.0,36803,64725,3857,105385,0
47,19.31857143,5.0,66.42857143,1348.285714,54195,41756,5908,101859,1
48,32.93965169,6.348314607,114.8202247,1615.370787,65505,30221,3778,99504,0
49,65.56875,8.0,167.25,1998.0,79176,13946,3968,97090,0
50,19.37890909,4.863636364,61.27272727,1470.909091,51517,41027,4395,96939,0
51,39.39984314,5.784313725,117.7058824,2151.647059,74157,15889,5274,95320,0
52,37.46857143,5.857142857,103.4285714,1718.571429,47900,39519,5986,93405,0
53,42.66935185,5.907407407,118.1851852,2095.185185,71632,17216,4536,93384,0
54,13.48615385,5.0,52.38461538,1028.923077,30691,57228,4503,92422,0
55,19.08518182,3.727272727,68.90909091,1180.545455,34918,49829,6070,90817,0
56,53.78571429,6.0,124.8571429,1855.0,60515,24893,5151,90559,1
57,32.33086957,5.891304348,103.1086957,1482.5,50045,36010,4024,90079,0
58,30.99513158,5.789473684,101.8947368,1905.631579,52309,32724,4647,89680,0
59,64.59222222,6.777777778,178.5555556,2011.555556,45707,37950,5714,89371,0
60,34.02059211,5.552631579,99.0,1920.026316,66613,16346,3850,86809,1
61,21.6,6.0,64.625,1496.0,29852,51314,5032,86198,0
62,10.42388889,5.0,52.44444444,1095.777778,34789,42772,4671,82232,0
63,26.97346154,3.076923077,85.69230769,1515.282051,47251,30032,4747,82030,0
64,18.64264,4.84,67.0,1698.64,50801,26596,3897,81294,0
65,12.35588235,4.647058824,53.88235294,1366.294118,41148,35920,3722,80790,0
66,50.96109091,6.181818182,135.2909091,1971.163636,59903,14323,4431,78657,1
67,12.32981818,4.818181818,53.81818182,1367.272727,38039,33281,3354,74674,0
68,32.98557692,6.230769231,94.03846154,1528.807692,41330,24181,4531,70042,1
69,33.25025,6.166666667,112.75,1475.0,16475,48750,4776,70001,0
70,22.95871429,6.285714286,80.0,998.0,36610,28881,2239,67730,0
71,32.1815,6.0,99.0,1448.6,39067,22899,2336,64302,0
72,113.2693333,8.0,246.3333333,2994.666667,45819,14588,3268,63675,1
73,28.23090909,6.454545455,86.0,999.0,24663,32045,5707,62415,0
74,26.803,5.428571429,85.71428571,1310.0,34682,23094,3559,61335,0
75,26.97522727,5.863636364,88.09090909,1460.795455,37398,20296,1991,59685,0
76,28.60820513,4.756410256,92.82051282,2043.820513,46504,9985,2693,59182,0
77,13.63642857,4.714285714,69.0,1424.857143,24389,31656,2947,58992,0
78,47.361875,3.75,113.375,1774.8125,41540,14753,2532,58825,1
79,72.79589474,6.210526316,166.3157895,3041.0,38415,16438,3538,58391,0
80,35.28132353,5.176470588,113.3529412,2106.5,41358,13625,3194,58177,0
81,39.35238095,5.0,98.04761905,1928.714286,46997,8060,2388,57445,0
82,27.4386,6.34,85.28,1452.0,37450,16005,2902,56357,1
83,9.5628,4.6,50.0,996.0,21062,30777,4330,56169,0
84,26.51269565,4.02173913,93.58695652,1933.021739,41096,11421,3286,55803,0
85,21.847,6.090909091,70.72727273,1052.272727,26734,26745,2019,55498,0
86,61.86283333,6.833333333,184.1666667,2748.333333,24741,25424,3794,53959,0
87,47.52333333,6.0,128.8888889,1886.555556,31973,17823,2374,52170,1
88,77.41666667,7.0,188.3333333,2876.0,35260,13819,3081,52160,1
89,43.97,6.6,115.3,1634.2,32328,17864,1642,51834,1
90,38.72769231,5.538461538,114.6538462,2178.192308,40589,8990,2246,51825,1
91,15.14,5.0,64.0,1382.75,21142,27977,2495,51614,0
92,28.60918919,5.945945946,100.5945946,1387.621622,31244,18187,2059,51490,0
93,78.74625,8.0,176.25,1997.0,43857,4860,1940,50657,1
94,27.08277108,6.228915663,86.63855422,1377.566265,17678,29771,2342,49791,0
95,17.03876744,5.302325581,73.48837209,1374.046512,20915,25109,2781,48805,0
96,59.43242424,7.0,150.4545455,1981.818182,35411,9131,2161,46703,0
97,38.7525,0.0,165.0,2488.0,27761,16836,1331,45928,0
98,33.798,0.0,96.0,1797.4,29616,10848,4383,44847,0
99,66.58842105,5.736842105,172.3157895,2934.631579,36990,5033,1853,43876,0
100,36.52419118,5.176470588,113.3529412,2106.5,29574,11687,2481,43742,0
101,16.20874359,4.461538462,63.56410256,1650.205128,31223,10678,1626,43527,0
102,85.82946154,8.0,213.1538462,1969.0,26579,12860,2834,42273,0
103,34.9090566,5.603773585,104.2264151,1805.924528,33777,6565,1831,42173,1
104,35.81481651,6.293577982,117.4311927,1921.46789,28059,10836,2413,41308,0
105,76.5922,8.0,184.0,2396.4,24013,13661,2645,40319,0
106,44.30857143,6.714285714,108.0,1663.928571,23104,14542,1750,39396,0
107,41.38957143,7.285714286,105.7142857,1545.428571,19092,15501,2148,36741,1
108,19.9680625,2.8125,55.375,592.5625,17738,16848,2113,36699,0
109,25.39952941,4.647058824,78.85294118,1891.588235,26706,7942,1758,36406,0
110,23.322,3.75,84.2,1853.9,25441,8533,1547,35521,0
111,158.7922667,7.466666667,293.5333333,3005.4,29960,3418,1599,34977,0
112,137.5695455,8.0,223.5454545,2813.0,30739,2641,1496,34876,0
113,30.5976,1.8,97.6,1757.6,27537,5965,1348,34850,0
114,52.95719388,5.653061224,146.122449,2031.469388,26909,5562,1856,34327,0
115,31.5255,5.166666667,109.6666667,1861.833333,23509,8349,1694,33552,0
116,45.6995,6.0,114.0,1854.2,23214,7747,2551,33512,1
117,44.14181818,6.545454545,144.6363636,2242.636364,22644,9212,1516,33372,1
118,22.84857143,6.523809524,73.23809524,1241.857143,13875,17430,1215,32520,0
119,52.085,8.0,223.8333333,1969.0,25331,4913,1689,31933,0
120,23.35964286,5.25,81.28571429,1410.357143,13057,17367,1231,31655,0
121,17.82333333,4.666666667,70.33333333,1298.666667,13701,15260,1747,30708,0
122,21.02333333,5.0,92.33333333,1729.333333,19477,9964,1264,30705,0
123,39.70773684,4.842105263,117.5789474,2719.842105,19359,9318,1712,30389,1
124,36.01325,6.0,151.6666667,2048.666667,20969,7821,907,29697,0
125,64.109625,6.75,202.125,2778.0,19343,8462,1748,29553,0
126,17.182,5.0,74.0,1994.0,17725,10492,1320,29537,0
127,17.065625,5.125,51.375,999.0,10220,17894,1082,29196,0
128,25.94322222,4.777777778,67.0,1372.666667,14101,12767,1973,28841,0
129,9.492272727,4.909090909,40.81818182,850.2727273,9404,17374,1692,28470,0
130,83.50125,6.5,213.5,3071.0,20033,6312,1597,27942,0
131,9.8628,5.0,50.0,1090.4,12629,12804,1891,27324,0
132,40.98307692,7.307692308,114.2692308,1352.576923,17213,8974,1071,27258,0
133,17.34364706,4.745098039,70.92156863,1683.607843,15999,9404,1566,26969,0
134,30.3775,6.3125,94.0625,935.625,11079,14037,1749,26865,0
135,22.77681818,5.272727273,92.36363636,1837.363636,15843,8974,1340,26157,0
136,33.70615385,6.153846154,120.1538462,1750.615385,17313,6728,1072,25113,0
137,145.6466667,6.0,283.0,5000.0,20604,3013,1154,24771,0
138,27.13,5.768421053,96.05263158,1774.778947,14157,9495,999,24651,1
139,32.4898913,5.304347826,113.2826087,2093.021739,13551,9639,1421,24611,0
140,14.293,4.6,75.4,1479.0,13520,8849,1296,23665,0
141,13.88308333,4.75,47.75,1373.75,8828,12512,1320,22660,0
142,43.06842105,6.254385965,104.2017544,2222.710526,18660,2239,1630,22529,1
143,38.9,5.84,113.84,1926.0,13708,7991,660,22359,1
144,18.76848837,4.860465116,67.02325581,1391.023256,13273,7486,1332,22091,1
145,22.12540909,5.5,75.09090909,1622.681818,12385,8561,1099,22045,0
146,31.30566667,6.259259259,96.92592593,1587.222222,16259,4610,989,21858,0
147,49.82277778,6.0,115.8333333,1746.944444,14659,5610,1284,21553,0
148,59.0,7.0,166.0,1798.0,14370,5657,1245,21272,0
149,19.45142857,3.571428571,61.0,1197.0,9623,10103,1499,21225,0
150,20.6695,4.75,88.0,1586.0,10925,9035,1217,21177,0
151,31.195,6.0,105.875,1755.75,13424,6193,866,20483,0
152,64.50769231,6.846153846,144.2307692,2048.538462,12761,6588,1044,20393,1
153,46.5274,7.04,131.6,1596.92,16634,2550,1069,20253,0
154,20.36464286,5.857142857,82.25,1534.392857,13570,5531,989,20090,1
155,51.646,0.0,110.0,1995.0,13236,5511,1307,20054,0
156,30.351,6.3,83.5,1452.3,13365,5800,883,20048,0
157,94.098125,8.0,190.0,2967.0,14059,4973,906,19938,1
158,8.17,5.0,40.0,1108.0,7901,10570,1075,19546,0
159,39.725,6.8,110.0,1592.0,16399,2367,763,19529,0
160,22.455,6.0,92.30769231,1466.307692,11663,7015,837,19515,0
161,51.44133333,7.2,123.9333333,1863.133333,10717,7442,1268,19427,1
162,106.5488889,8.0,210.0,2976.333333,13244,4579,981,18804,1
163,25.3433871,5.193548387,95.09677419,1802.774194,11552,5743,1064,18359,0
164,34.19,6.0,103.0,1794.0,11658,5595,925,18178,0
165,115.533,8.0,250.0,2998.0,15286,1519,1055,17860,0
166,32.09,4.0,98.2,1754.4,10315,6485,930,17730,0
167,50.94,6.266666667,138.2833333,1986.766667,14400,2261,963,17624,1
168,12.49833333,5.0,48.66666667,1336.666667,6154,10468,995,17617,0
169,14.94,5.2,59.6,958.6,6015,10447,672,17134,0
170,23.01661538,4.730769231,90.88461538,1709.538462,12773,3703,607,17083,0
171,25.17006452,5.516129032,79.30645161,1523.741935,11730,4440,900,17070,1
172,42.2862,6.0,113.8,1740.0,6660,9047,1352,17059,0
173,135.1055,6.5,309.0,3999.0,14930,1383,661,16974,0
174,29.88478947,4.736842105,109.1052632,2238.631579,9477,6366,1029,16872,0
175,18.513,4.6,76.0,1599.0,9531,6321,789,16641,0
176,17.31777778,3.666666667,58.44444444,1152.888889,6539,8634,1288,16461,0
177,264.675,7.0,420.0,6208.0,12431,3121,879,16431,0
178,23.0525,5.0,55.0,1406.0,7516,7685,1211,16412,0
179,39.7374,4.6,115.0,2234.4,9579,5143,969,15691,0
180,52.19640625,5.3125,126.5,2323.9375,10078,4642,893,15613,0
181,20.9225,5.375,68.875,1272.4375,9000,5670,799,15469,0
182,13.1466,4.8,55.4,1144.8,6376,7977,905,15258,0
183,43.08,4.666666667,105.0,2239.666667,10252,3863,1118,15233,0
184,11.389,4.142857143,53.0,1308.285714,6266,7546,811,14623,0
185,18.615,5.2,69.6,1330.4,6945,6839,728,14512,0
186,58.46907407,6.444444444,148.5185185,2174.037037,10247,3053,967,14267,1
187,41.59161538,6.461538462,111.3076923,1624.769231,9004,4687,571,14262,0
188,37.52210345,3.896551724,107.3793103,2084.37931,10398,2989,823,14210,0
189,158.976,8.0,326.0,3295.0,10034,3418,731,14183,0
190,32.898125,5.333333333,116.2916667,2081.375,10882,2428,646,13956,0
191,114.8758333,8.0,235.0,2979.0,11265,1708,694,13667,0
192,11.395,5.0,52.5,1047.75,5142,7685,744,13571,0
193,14.22409091,4.727272727,64.45454545,1353.363636,6012,6758,769,13539,0
194,37.44666667,2.611111111,120.3333333,2085.055556,8910,3970,620,13500,0
195,9.465666667,4.666666667,50.0,996.0,4700,8094,615,13409,0
196,33.12857143,5.285714286,103.0,1914.714286,7167,5292,782,13241,0
197,14.333375,4.5625,59.875,1183.25,5141,7106,739,12986,0
198,7.92,4.0,33.33333333,868.3333333,7690,4739,550,12979,0
199,23.58666667,5.25,81.16666667,1509.75,7343,5303,290,12936,0
200,26.0,5.0,70.0,1597.0,2304,9672,899,12875,0
201,11.370625,5.0,48.0,1518.0,7729,4375,640,12744,0
202,37.01736842,4.736842105,97.57894737,2697.368421,9143,3027,569,12739,1
203,23.16515789,3.947368421,82.15789474,1817.315789,7314,4690,716,12720,0
204,22.69,4.8,82.2,1773.7,9003,3084,630,12717,0
205,18.76285714,4.714285714,80.42857143,1612.928571,8102,3942,666,12710,0
206,42.74666667,5.0,128.5,2548.833333,10660,1541,405,12606,0
207,42.5595,6.166666667,131.6666667,2313.666667,6065,5405,737,12207,0
208,108.7471951,7.853658537,207.6097561,2304.97561,9293,2167,668,12128,1
209,13.70454545,4.818181818,47.45454545,1384.0,4800,6549,573,11922,0
210,30.99,0.0,105.0,335.0,8948,2277,392,11617,0
211,32.723,3.6,96.0,1498.0,6436,4377,715,11528,0
212,13.2053,6.0,35.8,679.0,4946,5197,662,10805,0
213,26.19775,4.625,77.0,1495.0,4903,5230,641,10774,0
214,17.44569231,4.692307692,68.26923077,1791.230769,7738,2453,579,10770,0
215,25.2075,5.0,80.5,1753.0,6043,3615,636,10294,0
216,116.545,8.0,230.0,2981.0,8781,749,545,10075,0
217,33.495,0.0,81.0,285.0,5504,4181,383,10068,0
218,12.6825,5.0,45.0,999.0,3867,4960,404,9231,0
219,18.88233333,4.666666667,74.0,1523.333333,5205,3467,543,9215,0
220,285.247,7.2,428.2,5577.8,7602,1024,406,9032,0
221,55.62,6.0,145.75,2460.75,5701,2875,425,9001,0
222,60.9552,5.5,146.0,2588.6,6393,2239,325,8957,1
223,13.11525,4.75,50.875,1430.75,5690,2841,412,8943,0
224,37.00904545,4.590909091,114.6818182,2208.090909,6096,2050,608,8754,0
225,22.91875,5.25,75.5,1288.5,5001,3496,187,8684,0
226,30.236875,4.5,110.0,2316.0,6659,1547,463,8669,0
227,20.37,5.642857143,74.21428571,1324.357143,6234,2009,371,8614,0
228,27.4066,6.0,89.0,1552.0,5033,3351,223,8607,0
229,36.38445588,4.5,125.7058824,2294.764706,6702,1438,427,8567,0
230,22.047,3.6,73.0,1329.0,4955,2986,571,8512,0
231,60.87,6.75,228.0,1984.0,6675,1345,322,8342,0
232,43.26150943,5.905660377,135.3773585,2276.0,6851,1024,383,8258,1
233,13.24516667,4.833333333,66.66666667,1506.5,4259,3305,472,8036,0
234,24.674,0.0,60.0,160.0,3137,4251,578,7966,0
235,45.59125,5.25,104.1666667,2027.833333,4896,2619,420,7935,0
236,20.7195,4.71875,81.375,1950.90625,5710,1753,430,7893,0
237,14.04,5.0,66.0,898.0,4395,3269,209,7873,0
238,45.76307692,5.307692308,109.0769231,2053.0,4829,2435,433,7697,1
239,42.50666667,7.142857143,99.52380952,1294.142857,4563,2622,395,7580,0
240,33.40333333,0.0,110.0,1998.0,4639,2546,320,7505,0
241,84.60125,6.5,220.5,3071.0,5864,1082,362,7308,0
242,70.31925,4.5,199.0,4123.5,6232,767,249,7248,0
243,62.39565385,4.384615385,135.5,2972.307692,5685,1175,385,7245,0
244,24.612,0.0,72.0,1339.0,4587,2144,460,7191,0
245,20.75666667,5.666666667,89.33333333,1332.0,4708,2180,195,7083,0
246,32.73833333,0.0,100.0,1798.0,4220,2112,675,7007,0
247,18.657,5.0,59.58333333,1407.333333,3061,3340,417,6818,0
248,46.85390244,7.707317073,125.0487805,1642.04878,5657,919,231,6807,1
249,24.84390244,4.756097561,84.92682927,1982.756098,5246,1192,346,6784,0
250,38.93888889,6.0,135.5555556,1642.333333,3218,3135,352,6705,0
251,55.4225,6.0,221.0,3498.0,5649,800,218,6667,0
252,14.7754,4.8,51.4,1428.4,3090,2953,397,6440,0
253,55.25,6.0,177.0,1997.0,4891,1201,281,6373,0
254,36.64326667,4.466666667,88.73333333,2284.133333,4841,1082,348,6271,0
255,30.352,4.4,99.0,2117.6,3984,1926,310,6220,0
256,20.20388889,4.777777778,82.33333333,1775.777778,3634,2138,390,6162,0
257,37.350625,5.375,121.0625,1972.8125,4892,989,275,6156,0
258,23.22409091,4.909090909,82.0,1938.0,3819,1990,340,6149,0
259,16.05676923,4.923076923,67.0,1703.153846,3972,1837,300,6109,0
260,50.48413043,7.304347826,150.6086957,1969.0,4321,1290,379,5990,1
261,17.22277778,4.888888889,70.0,1615.333333,3555,2067,364,5986,0
262,95.29916667,6.333333333,253.6666667,3764.333333,4985,692,214,5891,0
263,125.49625,8.0,282.25,3344.75,4371,1148,294,5813,0
264,53.62733333,0.0,122.6666667,2331.333333,4060,1324,410,5794,0
265,26.59125,4.125,108.625,1911.75,3537,1839,271,5647,0
266,29.151,5.0,89.0,2526.5,4054,1123,246,5423,0
267,20.74,5.0,75.0,1695.0,3028,2110,282,5420,0
268,11.74,5.0,63.0,1405.0,2351,2603,398,5352,0
269,19.895,4.8,94.0,1742.6,3240,1779,238,5257,0
270,53.792,6.0,134.3333333,1730.0,4463,462,214,5139,0
271,32.11766667,4.666666667,115.3333333,2362.0,3669,933,224,4826,0
272,24.35,6.0,60.0,698.0,3014,1462,317,4793,0
273,360.755,6.0,410.0,5341.0,4192,359,191,4742,0
274,35.535,6.0,93.6,1647.4,3793,742,139,4674,1
275,28.17,5.583333333,103.0,1706.333333,3389,1045,201,4635,0
276,33.8615625,5.375,116.25,1925.25,3722,659,147,4528,0
277,20.21333333,6.0,74.0,1329.0,2025,2036,296,4357,0
278,11.917,5.0,49.13333333,999.0,1693,2445,189,4327,0
279,87.12,8.0,190.0,2967.0,3715,401,162,4278,1
280,20.43008333,4.791666667,69.875,1773.0,3321,747,148,4216,0
281,21.105625,5.0,60.625,1039.5,2305,1697,180,4182,0
282,35.37645833,6.0,103.0833333,1968.0,3063,867,244,4174,1
283,55.2,6.0,163.5,2696.5,2897,1027,249,4173,0
284,31.1275,5.75,105.25,1688.25,2709,1292,161,4162,0
285,25.29875,4.5,94.0,1998.0,2672,1134,301,4107,0
286,57.22905851,5.234042553,120.4255319,2309.340426,3085,722,260,4067,1
287,36.70125,4.875,91.75,2019.75,2732,1092,220,4044,0
288,18.2955625,4.875,70.25,1836.5,3439,405,90,3934,0
289,273.755,6.0,381.0,5935.0,3354,305,160,3819,0
290,27.09825,4.666666667,91.75,2247.333333,2934,670,181,3785,0
291,19.71783333,4.0,98.0,1995.0,2363,1184,225,3772,0
292,44.62833333,4.333333333,127.6666667,3100.333333,2805,805,101,3711,1
293,134.789,8.0,390.0,4395.0,3327,201,139,3667,0
294,28.803,4.8,111.2,2126.8,2855,663,144,3662,0
295,10.83275,5.0,45.0,1242.0,1935,1492,164,3591,0
296,121.77,6.666666667,316.3333333,3740.0,3101,278,116,3495,0
297,27.94142857,6.214285714,93.35714286,1235.428571,1837,1574,65,3476,0
298,30.839,4.6,121.0,2378.0,2194,1035,224,3453,0
299,56.15916667,5.5,174.3333333,3199.0,2209,1076,162,3447,0
300,27.12333333,6.0,101.0,1497.0,1979,1241,209,3429,0
301,88.77777778,7.0,190.0,3377.444444,2317,857,251,3425,0
302,27.935,5.0,103.5,1833.0,2146,1002,267,3415,0
303,20.31264706,5.352941176,63.29411765,1344.823529,1712,1409,222,3343,1
304,27.78966667,4.666666667,110.6666667,2050.333333,2377,809,153,3339,0
305,19.055,4.6,89.2,1827.8,2299,743,141,3183,0
306,48.09553571,5.107142857,117.7857143,2315.0,2608,406,165,3179,0
307,54.2675,5.666666667,114.0,1998.0,2226,789,148,3163,1
308,46.95322222,6.111111111,126.7777778,1977.166667,2631,414,81,3126,1
309,32.65836364,6.0,101.8181818,1424.727273,756,1999,221,2976,0
310,29.57028571,5.0,84.0,1997.142857,2089,716,170,2975,1
311,41.616,4.6,125.36,2336.52,2362,400,186,2948,0
312,105.465,8.0,257.5,2981.0,2452,349,129,2930,0
313,13.44125,5.0,54.5,1304.0,1782,991,145,2918,0
314,23.16515789,3.947368421,82.15789474,1817.315789,1887,832,174,2893,0
315,31.7425,4.833333333,119.6666667,2116.0,2179,530,142,2851,0
316,11.7129,4.0,69.0,1864.8,2484,259,52,2795,0
317,21.91166667,4.666666667,88.0,1586.0,1376,1249,159,2784,0
318,53.10142857,6.0,163.7142857,2679.285714,2267,362,129,2758,0
319,59.4905,5.0,137.5,2734.5,2352,246,104,2702,0
320,17.31241935,4.967741935,66.35483871,1655.741935,1823,735,137,2695,0
321,35.72526667,4.4,121.0,2287.6,1828,754,111,2693,0
322,43.9745,4.5,98.0,2309.0,1873,665,150,2688,0
323,7.712,5.0,29.0,899.0,1382,1150,142,2674,0
324,25.08266667,4.533333333,93.6,2127.333333,2096,449,110,2655,0
325,16.695,5.0,54.0,1360.0,1592,907,129,2628,0
326,32.4898913,5.304347826,113.2826087,2093.021739,1354,1067,141,2562,0
327,16.4455,4.666666667,78.0,1741.0,1623,711,138,2472,0
328,17.587,4.083333333,73.08333333,1363.5,1524,816,132,2472,0
329,20.27896296,4.111111111,72.85185185,1832.888889,1580,751,126,2457,0
330,78.47722222,0.888888889,224.7777778,3196.555556,2034,252,166,2452,0
331,28.87894737,6.736842105,89.26315789,1262.157895,1391,967,73,2431,0
332,36.90769355,4.5,126.1451613,2344.0,1924,364,110,2398,0
333,59.7575,6.0,147.0,1998.0,1812,422,144,2378,0
334,87.487,0.0,188.0,3498.0,1546,655,131,2332,0
335,24.75629032,5.709677419,81.74193548,1735.580645,1576,622,126,2324,1
336,42.93428571,3.857142857,122.1428571,2308.285714,1507,716,96,2319,0
337,59.05425,6.75,144.375,2417.875,1576,536,174,2286,1
338,30.0062,3.2,115.4666667,2245.6,1757,354,122,2233,0
339,47.881,5.111111111,141.4444444,3106.666667,1573,552,102,2227,1
340,37.471875,5.5,114.5,2167.5,1624,486,102,2212,0
341,15.16166667,4.666666667,75.0,1594.0,1490,595,116,2201,0
342,27.9925,5.5,103.0,1591.0,1240,881,58,2179,0
343,38.48247059,4.882352941,90.94117647,2953.588235,1739,350,88,2177,1
344,21.65952381,5.761904762,90.85714286,1809.714286,1708,346,105,2159,1
345,226.3833333,6.5,368.6666667,4857.0,1882,155,90,2127,0
346,22.49,5.0,80.0,1261.25,572,1361,127,2060,0
347,20.659,5.633333333,73.0,1284.8,1558,421,62,2041,0
348,158.823,4.5,250.0,3228.0,1748,170,113,2031,0
349,35.34,5.0,118.0,1781.0,1754,196,80,2030,0
350,81.295,8.0,250.0,2998.0,1766,188,56,2010,0
351,20.1241875,4.875,79.875,1836.875,1449,418,102,1969,0
352,22.95383333,5.0,67.33333333,1908.166667,1358,505,100,1963,0
353,28.96891667,5.0,72.625,1707.125,1196,579,172,1947,0
354,173.506625,8.0,329.0,3307.25,1639,230,70,1939,0
355,23.8115,5.0,64.0,1298.0,543,1226,153,1922,0
356,13.382,2.5,48.0,1343.0,754,1039,112,1905,0
357,76.71,0.0,336.0,0.0,1527,288,80,1895,0
358,37.72247826,6.0,104.2173913,1684.304348,786,1006,96,1888,0
359,57.22905851,5.234042553,120.4255319,2309.340426,1398,324,131,1853,1
360,40.7645,4.333333333,133.3333333,2634.222222,1409,305,103,1817,0
361,88.46428571,0.0,230.0,3456.0,1264,376,166,1806,0
362,38.025,4.5,129.5,2614.0,1162,536,100,1798,0
363,57.97,7.0,225.0,1998.0,1492,217,73,1782,0
364,30.081,4.0,110.0,2254.0,1193,436,124,1753,0
365,37.04635294,6.0,91.44117647,1773.823529,1386,282,72,1740,1
366,37.773,5.555555556,114.0,2184.0,1109,533,74,1716,1
367,107.6705126,8.277310924,196.3361345,2521.092437,1532,121,52,1705,1
368,146.2746154,5.769230769,234.8461538,4089.923077,1476,121,85,1682,0
369,11.745,5.0,51.0,998.0,770,813,96,1679,0
370,33.43590909,5.636363636,108.3636364,1906.181818,1096,461,119,1676,1
371,37.31220238,5.678571429,102.7261905,2118.940476,1433,148,94,1675,1
372,18.84548718,4.076923077,87.07692308,2326.358974,1461,156,48,1665,0
373,17.325,5.0,55.0,1360.0,938,639,76,1653,0
374,85.05325,6.5,242.0,3696.0,1270,195,46,1511,0
375,175.835,7.0,433.5,4493.5,1264,95,53,1412,0
376,44.852,6.5,170.0,1998.0,843,482,61,1386,0
377,46.60136364,6.0,110.0,2393.0,1105,184,56,1345,1
378,69.397,5.0,173.0,3358.666667,1121,138,75,1334,0
379,88.46428571,0.0,230.0,3456.0,816,430,68,1314,0
380,22.127,5.0,83.0,1721.5,679,520,67,1266,0
381,245.168,6.0,338.0,4691.0,1141,77,46,1264,0
382,30.86290909,4.454545455,105.5454545,2458.909091,1056,152,53,1261,0
383,57.59,5.428571429,121.0,1998.0,793,403,65,1261,1
384,74.609,3.2,239.2,3640.2,1118,95,29,1242,0
385,13.191,5.0,51.33333333,1431.333333,528,597,64,1189,0
386,35.86943902,5.585365854,117.0243902,1980.634146,987,143,45,1175,0
387,34.14,0.0,110.0,320.0,848,248,61,1157,0
388,17.5296,4.6,78.4,1549.8,1008,112,22,1142,0
389,646.605,6.0,450.0,5733.0,975,83,50,1108,0
